file,exp,excerpt,text,time,place,listening_to,environment,listener,listener_label,type,instrument,genre
musicandmanners005622mbp_djvu.txt,http://data.open.ac.uk/led/lexp/1451904152564,http://data.open.ac.uk/led/source/523ef7154014c3a1cd8dcaefe61332c8/excerpt/ad173553e118d1bb45eacfad5582b5ab,"His [Alfred Gruenfeld's]&nbsp;tours de force, in&nbsp;the way of mere execution, were no less surprising than&nbsp;his versatility with respect to touch and tone-production.&nbsp;I have, for instance, repeatedly heard him play Chopin's&nbsp;well-known waltz in D flat — the right-hand part, of&nbsp;course — in octaves at full speed, without omitting a&nbsp;single ornament. Every pianist will admit that this, in its way, is an incomparable feat. With such marvels of&nbsp;dexterity, however, he was never weary of regaling his&nbsp;friends, and would play to them all day and all night&nbsp;long, if they wished it, without exhibiting the least sign&nbsp;of fatigue, I never, before or since, encountered such&nbsp;an indefatigable performer.",1879-uu-uu,http://dbpedia.org/resource/London,http://data.open.ac.uk/led/performance/f9643b86e3723f0b73617b8ebbfa4559/1451904134172,Accompanied Indoor Public,http://data.open.ac.uk/led/agent/William+Beatty-Kingston/1444079044346,William Beatty-Kingston,Performance,http://dbpedia.org/resource/Piano,
E14073_Memoirs_of_Baron_Bunsen_vol_II_djvu.txt,http://data.open.ac.uk/led/lexp/1434371304132,http://data.open.ac.uk/led/source/8131bbdb1a86874505000ebddc4b3edc/excerpt/a1aea2beb450b4aa24a721082903bab1,"Letter from Bunsen to a Friend, 22nd December, 1856 - Imagine that my married children have united in making me a great surprise against the New Year by the valuable present of a billiard-table ! Up to the day when it came, and was put up, I played daily at bowls in the garden with Theodore (who had, without saying anything, meanwhile arranged the whole), but since then it has become too cold for bowls; and thus the substitute has arrived exactly at the right time. You know, that for almost forty years without exception we have, alone in our home-circle, sat up to await the year's beginning, with choral-singing and other solemn music, and in serious conversation with pauses between. This time we shall also do so, but without the dear Sternbergs (as Theodora has the influenza), but they will be with us in spirit, and you also : is it not so? Now farewell, dear friend, and receive my heart's thanks for all the kindness and friendship which you have shown me in this departing year ! God bless you, and your house so rich in blessings, abundantly in the new year !",http://reference.data.gov.uk/id/day/1856-12-31,http://data.open.ac.uk/led/place/6735eed6d9048eaedca92d288496cc61,http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Solemn+Music/1434371283107/1434371283121,Domestic Indoor Accompanied,"http://data.open.ac.uk/led/person/Family+and+friends+of+Christian+Charles+Josias,+Baron+von+Bunsen/1433771048156 http://dbpedia.org/resource/Christian_Charles_Josias_von_Bunsen","Family and friends of Christian Charles Josias, Baron von Bunsen Christian Charles Josias, Baron von Bunsen Baron von Bunsen Christian Karl Josias von Bunsen Christian Charles Josias von Bunsen",Performance,,http://data.open.ac.uk/led/musicgenre/Solemn
friendsmemories00whituoft_djvu.txt,http://data.open.ac.uk/led/lexp/1450874361793,http://data.open.ac.uk/led/source/698914b65e3e26e6d387d5c84de2274f/excerpt/2f35a150cdb151a9269cff0c04c9b218,"About six or seven years ago I drove over from Broadway to Cheltenham to hear him [Sir Charles Santley] sing once more at a concert that was being given at the Winter Gardens. Naturally his voice was not what it had been some thirty-five years ago. How could it be? But the old charm was there, the technique was absolutely remarkable for a man of his age, and when, as an encore, he sang a very simple little ballad, it was with all the old charm and beautiful tenderness! It was worth driving any distance merely to hear words pronounced as he pronounced them. And I am glad, more than glad, to have this opportunity of saying what I think—what I have always thought—about his art, for in my opinion he is, all round, by far the greatest English singer we have ever had.",19Ee-uu-uu,http://dbpedia.org/resource/Cheltenham,http://data.open.ac.uk/led/performance/f94eaed3932eb55ba2ba1ab6b91f6b60/1476554694098,Public Indoor Accompanied,http://musicbrainz.org/artist/eca4d562-1e5c-409a-89fa-5489d102cdcb#_,Maude V. White Maude Valérie White Maude Valérie White,Performance,http://dbpedia.org/resource/Human_voice http://dbpedia.org/resource/Male_vocals,http://dbpedia.org/resource/Ballad
memoirsjournala19moorgoog_djvu.txt,http://data.open.ac.uk/led/lexp/1558349551781,http://data.open.ac.uk/led/source/234fc7adf4114087a37bc5c46007c304/excerpt/61ec29ad94687bddfe34959f029197d0,"I must try the reader’s patience with some account of my beginnings in music,— the only art for which, in my own opinion, I was born with a real natural love; my poetry, such as it is, having sprung out of my deep feeling for music. While I was yet quite a child, my father happened to have an old lumbering harpsichord thrown on his hands, as part payment of a debt from some bankrupt customer; and when I was a little older, my mother, anxious to try my faculties in all possible ways, employed a youth who was in the service of a tuner in our neighbourhood, to teach me to play. My instructor, however, being young himself, was a good deal more given to romping and jumping than to music, and our time together was chiefly passed in vaulting over the tables and chairs of the drawing-room. The progress I made, therefore, was not such as to induce my mother to continue me in this instruction; and I left off, after acquiring little more than the power of playing two or three tunes with the right hand only. It was soon, however, discovered that I had an agreeable voice and taste for singing; and in the sort of gay life we led (for my mother was always fond of society), this talent of mine was frequently called into play to enliven our tea-parties and suppers. In the summer theatricals too, which I have already recorded, my singing of the songs of Patrick, in the Poor Soldier, —particularly of the duet with Norah, into which I threw a feeling far beyond my years,— was received with but too encouraging applause.",http://data.open.ac.uk/time/interval/178u-uu-uu/to/17uu-Ee-uu,http://dbpedia.org/resource/Dublin,http://data.open.ac.uk/led/performance/3010fc7fc277517e66e7315e0cb8e566/1558349184216,Domestic Indoor Accompanied,http://data.open.ac.uk/led/agent/Mrs+Anastasia+Moore/1558351429206 http://data.open.ac.uk/led/agent/Guests+of+Anastasia+Moore/1558351443455,Anastasia Jane Moore Guests of Anastasia Moore,Performance,http://dbpedia.org/resource/Female_vocals http://dbpedia.org/resource/Human_voice http://dbpedia.org/resource/Male_vocals,http://dbpedia.org/resource/Opera
rhymesandrecoll01thomgoog_djvu.txt,http://data.open.ac.uk/led/lexp/1524243384393,http://data.open.ac.uk/led/source/a247ee267c5c68de2a49c34e4713c6a2/excerpt/72d4a2226bcf0ffd26b6f97d88375517,"Nearer and dearer [than Lord Byron and other poets] to hearts like ours was the Ettrick Shepherd, then in his full tide of song and story; but nearer and dearer still than he, or any living songster—to us dearer—was our ill-fated fellow-craftsman, [Robert] Tannahill, who had just taken himself from a neglecting world, while yet that world waxed mellow in his lay. Poor weaver chiel [child]! What we owe to thee! Your “Braes o’ Balquidder,” and “Yon Burnside,” and “Gloomy Winter,” and the “Minstrel’s’’ wailing ditty, and the noble “Gleneiffer.” Oh! how they did ring above the rattling of a hundred shuttles! Let me again proclaim the debt we owe those Song Spirits, as they walked in melody from loom to loom, ministering to the low-hearted; and when the breast was filled with everything but hope and happiness, and all but seared, let only break forth the healthy and vigorous chorus [of Robert Burns] “A man’s a man for a’ that,” the fagged weaver brightens up. His very shuttle skytes boldly along, and clatters through in faithful time to the tune of his merrier shopmates!
&nbsp;Who dare measure in doubt the restraining influences of these very Songs? To us they were all instead of sermons […] Church bells rang not for us. Poets were indeed our Priests.",18Ee-uu-uu,http://dbpedia.org/resource/Aberdeen,http://data.open.ac.uk/led/performance/079bc4a9cc6c39d975307b0cf4833dd8/1524242848842,Domestic Accompanied Indoor,http://data.open.ac.uk/led/agent/William+Thom/1524242510192,William Thom,Performance,http://dbpedia.org/resource/Human_voice http://dbpedia.org/resource/Male_vocals,http://data.open.ac.uk/led/musicgenre/traditional+songs
recollectionsofo00ryanuoft_djvu.txt,http://data.open.ac.uk/led/lexp/1450197570280,http://data.open.ac.uk/led/source/872a0e96507f39c7769116cfbf918fc9/excerpt/6f4b8e84b0285e245b061d685dfb0c82,"&nbsp;

The musicians were a splendid set. He had Bottesini, the Paganini of the contrabass, and Koenig, the great cornetist of the day, who could play with wonderful expression, his rendition of the Prima Donna Waltz being really an artistic marvel. Then there was the oboist, Lavigne, playing with exquisite tone and fine technique, who could hold a tone (it was said) all the evening by breathing through his nostrils while playing. Then there was the necromantic flautist, Reichardt, the very fine clarinetist, Wuille, and an ophicleide- player, Mr. Hughes, who drew out of his instrument a wonderfully soft, large, and mellow tone, and played with great execution. Among the first violins were the brothers Mollenhauer, who were famous as players of duets, and who finally settled in this country. In fact so large an array of virtuosi has not visited the United States since Jullien’s day",180u-Mm-uu,http://dbpedia.org/resource/Boston,http://data.open.ac.uk/led/performance/d95db338740a452cb070a07e94165b45/1450197555777,Public Accompanied Indoor,http://data.open.ac.uk/led/agent/Thomas+Ryan/1448997315048,Thomas Ryan,Performance,http://dbpedia.org/resource/Clarinet http://dbpedia.org/resource/Ophicleide http://dbpedia.org/resource/Oboe,http://dbpedia.org/resource/Classical_music
thirtyyearsofmus00klei_djvu.txt,http://data.open.ac.uk/led/lexp/1438423300058,http://data.open.ac.uk/led/source/2aaf6962c5de1659c757f7746face493/excerpt/0fbe04006e3ba83299e83b923ef3c330,"

Our first business was to find Signor Mancinelli. He lived in a house overlooking some public gardens not far from the royal palace, and on the way thither Harris confided to me for the first time that he was not quite sure whether he ought to have engaged the man we were then going to see, or his brother, Marino Mancinelli, who was the conductor at the Lisbon Opera-house, and, according to some people, the more gifted of the two. On this point I was happily able to reassure my friend. I had not seen both brothers ; but, when at Bologna in 1879, I had seen Luigi Mancinelli direct at the Teatro Comunale a remarkably fine performance of Gounod's “Faust"" (with a Covent Garden soprano. Mlle. Turolla, as Margherita), and I had considered him a chef-d^orchestre of the first order. Harris was able quickly to confirm this opinion for himself by means of a representation of the selfsame work at the Royal Opera-house. &nbsp;&nbsp;",1879-uu-uu,http://data.open.ac.uk/led/place/09114a766689f030e7779fad72ef471b,http://data.open.ac.uk/led/performance/b583782b21ae5c9eabb6f7382439af23/1438423260241,Accompanied Public Indoor,http://data.open.ac.uk/led/person/Hermann+Klein/1438157240872,Hermann Klein,Performance,http://dbpedia.org/resource/Human_voice http://dbpedia.org/resource/Orchestra,http://dbpedia.org/resource/Opera
friendsmemories00whituoft_djvu.txt,http://data.open.ac.uk/led/lexp/1452077569159,http://data.open.ac.uk/led/source/698914b65e3e26e6d387d5c84de2274f/excerpt/9ec61c9ba50dead40bb3dfd9ce62263f,"As in duty bound I had shown the song to the Principal. I felt as though I were laying bare the innermost recesses of my soul as I sang the words, into which, by the way, I put as little expression as possible, “pour me donner une contenance,” but either he was too busy listening to the music or he was too kind to chaff me about them. In spite of the dreadful sentimentality of the words - perhaps for that very reason - the song had an unqualified success. It was loudly encored, and both the singer and I stepped off the platform highly pleased with each other. I had never written anything the least like it. It belonged to the same category of songs as Sir Arthur Sullivan’s “Let me dream again” and “Once Again’’ - two songs which one never hears now, but which had an immense vogue at the time they were written.",187u-Ll-uu,http://data.open.ac.uk/led/place/bc180dbc583491c00f8a1cd134f7517b,http://data.open.ac.uk/led/performance/8bd9c4e3a531142a5c198acbd07837f9/1452077531054,Indoor Accompanied,http://musicbrainz.org/artist/eca4d562-1e5c-409a-89fa-5489d102cdcb#_,Maude V. White Maude Valérie White Maude Valérie White,Performance,,
friendsmemories00whituoft_djvu.txt,http://data.open.ac.uk/led/lexp/1452342181692,http://data.open.ac.uk/led/source/698914b65e3e26e6d387d5c84de2274f/excerpt/37d8f399dd4dcc1f031b73600db7090d,"

I shall never forget one concert that was given at Epsom, near Kennerley-Rumford’s home. I had been miserably unwell for a very long time. My friends were always urging me to take a rest, or go abroad, but a composer is, in most cases, anything but a millionaire, and my one answer was, “I simply can’t afford it.” When I received a letter from Bertie Rumford, asking me if I would accompany Harry Greene and himself in a number of my songs at Epsom, I was feeling really ill, but I was so fond of them both that I felt I simply couldn’t refuse. And I went from Broadway to Epsom and played a solo and helped with the accompaniments. I was putting on my cloak in the artists’ room at the end of the concert when Harry came up to me. He said excitedly -
“Just you go and give Bertie Rumford the biggest hug you ever gave any one in all your life !”
I said, “Good gracious ! Why ?”
“Why ?” he cried; “because it’s been your concert, because you’ve been ill, and because he wants this very minute to hand you over the whole of the proceeds.”
I could have cried my eyes out when he told me this; it was so absolutely and utterly unexpected, and the kindness and delicacy with which the whole thing had been arranged bowled me completely over.",http://data.open.ac.uk/time/interval/1896-uu-uu/to/190u-Ee-uu,http://data.open.ac.uk/led/place/6e79df7b84df13b264820d92df9c58a8,http://data.open.ac.uk/led/performance/2bb873f79fd9c514394316dfe504d718/1452342123022,Indoor Accompanied Domestic,http://musicbrainz.org/artist/eca4d562-1e5c-409a-89fa-5489d102cdcb#_,Maude V. White Maude Valérie White Maude Valérie White,Performance,,
musicallettersf00unkngoog_djvu.txt,http://data.open.ac.uk/led/lexp/1461790554025,http://data.open.ac.uk/led/source/d056a211aabb93931825903e00af4612/excerpt/965b3a84d04004d6a9c3abf4b92be67a,"The contrast between the organ-playing of this morning and that which we heard on the last Sabbath, cannot be expressed in words. It was at a popular chapel attached to a large establishment where poor children are cared for and protected, and which is much visited by strangers coming to London. Here the organ-playing is frivolous, light and trifling, we had almost said, as is Jullien's Quadrille Orchestra in Drury Lane. It is amazing that any one who has musical knowledge should so pervert the powers of his instrument. But yet the&nbsp;organist has fine powers of execution; he plays with a rapidity of finger, with a clean piano-forte touch, producing the staccato with as much distinctness as stringed instruments, and at times&nbsp;almost the pizzicato. So it was on the occasion when we last heard him, when the song, ""Why do the nations,"" from the Messiah, with the chorus, ""Let us break their bands,"" were sung to an organ accompaniment as brilliant almost as that of a grand orchestra.&nbsp;
&nbsp;",1853-Ee-uu,,http://data.open.ac.uk/led/performance/e2398f82653cb233adb2fae4c939f4cc/1461790530055,Accompanied Public Indoor,http://musicbrainz.org/artist/f422b99a-b48c-4bee-bc0c-f2e8cad82b6c#_,Dr. Lowell Mason Lowell Mason,Performance,http://dbpedia.org/resource/Pipe_organ,http://dbpedia.org/resource/Oratorio
recollectionsofo00ryanuoft_djvu.txt,http://data.open.ac.uk/led/lexp/1449480291305,http://data.open.ac.uk/led/source/872a0e96507f39c7769116cfbf918fc9/excerpt/f751ec6b22ce837e7d119779fd284823,"&nbsp;
&nbsp;
&nbsp;
En route, after a voyage of fourteen days, we stopped at Honolulu. It had been arranged for us to give a concert in that city if circumstances permitted. When our ship was approaching the shore, on June 5, 1882, but was still about two miles from the wharf, a fleet of small boats came out to meet friends, and from one of them came the questions, “ Is the Quintette Club on board ? Are they ready to give the concert ?” To which we joyfully replied, “Yes.” Thereupon, the boat signaled &nbsp;the wharf, and the news was sent to the telephone office. Thence it was promptly speeded round the city, reserved seats were taken with a rush, and we had a fine audience. Nearly all the passengers on our ship, 250 in number, were present, as well as the best society in the place, including King Kalakaua and his court, crowding the boxes of the opera house. After the concert we were feted by a German society at their club-rooms, where we “ made a night of it,” until it was time for the ship to sail, early next morning.",188u-uu-uu,http://dbpedia.org/resource/Honolulu,http://data.open.ac.uk/led/performance/aaa79c0d46160bb4a4021386c7bf976c/1449480241010,Indoor Accompanied Public,http://data.open.ac.uk/led/agent/Thomas+Ryan/1448997315048,Thomas Ryan,Performance,http://dbpedia.org/resource/Clarinet http://dbpedia.org/resource/Soprano http://dbpedia.org/resource/Viola http://dbpedia.org/resource/Female_vocals http://dbpedia.org/resource/Violin http://dbpedia.org/resource/Flute,http://dbpedia.org/resource/Classical_music
musicallettersf00unkngoog_djvu.txt,http://data.open.ac.uk/led/lexp/1448366290289,http://data.open.ac.uk/led/source/d056a211aabb93931825903e00af4612/excerpt/ed1f47fc29357f7c4d2785e09c2dcc5b,"The darkest, most uncleanly, and uninteresting city we have seen is Cologne. Farina himself nor the whole company of Farinas, can keep it clean. Yet its cathedral, though unfinished, is grand; and there we heard the priests, with organ aid, chanting their Gregorian mass.",1852-06-Ll,http://dbpedia.org/resource/Cologne_Cathedral,http://data.open.ac.uk/led/performance/23a88d1d3bf2e061b042c51ee518bc2a/1448366263451,Indoor Accompanied Public,http://musicbrainz.org/artist/f422b99a-b48c-4bee-bc0c-f2e8cad82b6c#_,Dr. Lowell Mason Lowell Mason,Performance,http://dbpedia.org/resource/Male_vocals http://dbpedia.org/resource/Pipe_organ,http://dbpedia.org/resource/Gregorian_chant http://dbpedia.org/resource/Church_music
recollectionsofo00ryanuoft_djvu.txt,http://data.open.ac.uk/led/lexp/1449477805345,http://data.open.ac.uk/led/source/872a0e96507f39c7769116cfbf918fc9/excerpt/8fb9a7c2fad9e7e746965491144f9af4,"On one memorable occasion Rubinstein and Wieniawski did me the honor to spend an evening at my house in Boston. A right royal musical evening it was, shared by about fifty artist and amateur guests. We made much music,—beginning with Rubinstein’s String Quintette in F, op. 57. Then we had the Rasoumoffski Quartette in F, op. 57, by Beethoven, with Wieniawski playing first violin. Then the Schumann Piano Quintette, with Rubinstein at the piano. Oh, it was a joy to take part with such a man and in such a work! and how Rubinstein did spur us on by his passionate way of playing some of the great parts! his power was fierce and tremendous. I think we all revelled in the sea of sound we made about us.
After the Quintette, Rubinstein played a lot of choice solo pieces, ending the evening with the Chopin Polonaise in A flat, op. 53, in which comes the wonderful passage for the left hand in octaves. He began the phrase very soft, then the “little-by-little crescendo” was most admirably done, finally reaching a fortissimo power which was quite colossal. It stirred us all up, and set even the chandelier to jingling in sympathy, and possibly in admiration.",,http://dbpedia.org/resource/Boston,http://data.open.ac.uk/led/performance/281deaa83d3a533108cf58af62acfd5c/1449477694430,Domestic Indoor Accompanied,http://data.open.ac.uk/led/agent/Thomas+Ryan/1448997315048,Thomas Ryan,Performance,http://dbpedia.org/resource/Piano,http://dbpedia.org/resource/Classical_music
friendsmemories00whituoft_djvu.txt,http://data.open.ac.uk/led/lexp/1449244023058,http://data.open.ac.uk/led/source/698914b65e3e26e6d387d5c84de2274f/excerpt/f1c203cb06d1a28512e275b9c5b47fb3,"Music was almost entirely neglected during my years at Miss Reach’s. I had no lessons, but was sent to practise by myself for an hour every afternoon on a horrid little upright piano in the dreary dining-room.
&nbsp;
Of course I did nothing of the sort; in the first place, I had nothing to practise, for I certainly had no intention of learning any of the really dreadful drawing-room pieces with which the piano was covered. Occasionally I played through one of them, for I read music quite easily. How I jibbed at the “Prière d’une Vierge”! The “Gems of Scotland,” set in arpeggios and triplets, were sham jewels for which I had unmitigated contempt, and one or two pieces by Brinsley Richards made my flesh creep. I had such frightful attacks of low spirits in that dreary back room that I never think of it without horror. After some months I began to connect music itself with those four walls and those hideous tenth-rate compositions which lay in bilious green and yellow covers on the top of the piano, and it seemed to me that my own love of music was being slowly poisoned to death. So much for atmosphere! When I left Miss Reach’s at the end of the year, I would not have cared if I had never set eyes on a piano again. I almost hated the sight of one. Something lovely in me had died. Or had it only fallen into a deep and dreamless sleep, like the long sleep of the Dornröschen of legend?",186u-Mm-uu,http://dbpedia.org/resource/Wolverhampton,http://data.open.ac.uk/led/performance/d99bf520a5d38c5aee1e2951a8625113/1449243847383,Indoor Domestic Solitary,http://musicbrainz.org/artist/eca4d562-1e5c-409a-89fa-5489d102cdcb#_,Maude V. White Maude Valérie White Maude Valérie White,Performance,http://dbpedia.org/resource/Piano,
recollectionsofo00ryanuoft_djvu.txt,http://data.open.ac.uk/led/lexp/1450350675404,http://data.open.ac.uk/led/source/872a0e96507f39c7769116cfbf918fc9/excerpt/d52d605487d54b1c92770fcae0668c1e,"In this same Topeka [Kansas], many years later, the concluding piece on one of our programmes was a potpourri which began with the introduction to the Der Freischiitz overture. We had a good house and a crowded gallery. In the latter two men were seated on the right- hand side near the stage, who, when we began the closing piece, attempted to get out. They&nbsp; had to walk down one side of the hall, then across the end, then up the other side, before reaching the door, which was the only means of ingress or egress to the gallery—an awful fire-trap. We began the introduction to the overture. At this point, up rose the two men and started for the door. We stopped playing. The silence told the men that something had happened, and they sat down again, probably not wishing to make a show of themselves by walking out, in their number elevens, without music. All being quiet, we began the opening phrase once more; up rose again the two men and began their march. Again we stopped, wishing to let them get out and not have our piece spoiled; and again they stood still, this time in the aisle next the wall. We waited a little, and hearing no noise we began for the third time. Instantly, one of the men, who at this point had probably “ got his mad up,"" started for the door. With him it was “ Pike’s Peak or bust ” this time. When we heard the noise we stopped again, whereupon the audience began to titter, and the man making for the door ran the gauntlet of many ironical remarks from the boys, such as, “Take your time, old fellow,”—“No hurry,”—“He’ll get there,”—“ The fiddles ’ll wait,” etc. Finally he reached the door and slammed it with all his might, a parting benediction which, as a reverend friend afterward remarked, said “ Damn! ” as surely as a word could be translated into action. The entire audience understood it in that sense and burst into a perfect roar of laughter.
When quiet was restored we played the piece, and ended the concert.",180u-Ll-uu,"http://dbpedia.org/resource/Topeka,_Kansas",http://data.open.ac.uk/led/performance/c0cd65168cde3c975b9aba203c7f4cf4/1450350652592,Public Accompanied Indoor,http://data.open.ac.uk/led/agent/Thomas+Ryan/1448997315048 http://data.open.ac.uk/led/agent/Unknown+listeners/1450350588133,Thomas Ryan Unknown listeners,Performance,http://dbpedia.org/resource/Chamber_orchestra,http://dbpedia.org/resource/Classical_music
musicandfriends00gardgoog_djvu.txt,http://data.open.ac.uk/led/lexp/1435440249737,http://data.open.ac.uk/led/source/ca81c690f7de471ba875745f6f121fb2/excerpt/f21a449ee11ce2a25a27be8f87a355a7,"At Mr. Wessel's German soirée I heard some songs of Shobert, a new author. His 'Erl King,' sung by Madame Schroeder, and accompanied on the piano-forte by Madame Dulcken, certainly was a most terrific thing of its kind. The alarming intonation of the vocalist, and the awful thunder which the pianist threw into the bass, had a dramatic effect purely German.",18Ee-uu-uu,http://dbpedia.org/resource/London,http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Erl+King/1435440232191/1435440232207,Domestic Accompanied Indoor,http://bnb.data.bl.uk/id/person/GardinerWilliam1770-1853,William  Gardiner William Gardiner,Performance,http://dbpedia.org/resource/Soprano http://dbpedia.org/resource/Fortepiano,http://dbpedia.org/resource/Classical_music
musicallettersf00unkngoog_djvu.txt,http://data.open.ac.uk/led/lexp/1448277167610,http://data.open.ac.uk/led/source/d056a211aabb93931825903e00af4612/excerpt/2e0b91d3e7fcd938e016f3b44d76b2db,"These [Musikvereins Euterpe] concerts are similar to the celebrated Gewandhaus Concerts. They are held in a somewhat smaller room, and at a small subscription price, and are given only once in two weeks. The orchestra consists of about sixty talented musicians, and if Dreyschock and David are not seen leading the violins here as at the Gewandhaus, they, together with the other instruments, string and wind, are in the hands of artists of deservedly high reputation. The selections are also of the highest order, and the Euterpe presents its patrons with the works of the great masters in a style worthy of a Leipzig concert.
At a quarter of an hour before the time of commencement, the members of the orchestra were in their places, talking, tuning and getting ready. This, together with the general conversation of the people assembled, produces a buzzing chorus of great power — a chorus with which the Leipzig concerts commence. Every ticket was sold at an early hour, and of course every seat was occupied.
The concert commenced precisely at the hour appointed, with a new Sinfonie in E flat Major, in manuscript, by W. Westmayer, who conducted the performance. He is a young candidate for fame, who has been educated at the Conservatory here, and who is regarded as already a successful composer. The Sinfonie consisted of four parts, and occupied in its performance exactly thirty-eight minutes. I dare not attempt anything like a particular description of it, or comparison of it with other like compositions; it was listened to with good attention by a discriminating audience, and met a favorable reception. It seemed to me, however, to want light and shade, and variety in the treatment of the different subjects introduced. Parts of it were exceedingly interesting, considered in reference to modern combinations and contrasts of the different orchestral elements, but there was a too constant forte, and a too frequent reiteration of the tonic and dominant harmony, with brass instruments, in military rhythm — this, indeed, is a general resort of such composers as are sometimes at a loss for an idea, or in a similar condition with the public speaker who is obliged to speak, but has nothing in particular to say. I do not mean that Mr. Westmayer was minus thought, but still there was not such a flow as we often find in a Mozart.
The Sinfonie was truly good, and seemed to give much satisfaction — and yet I could not help thinking that it was an excellent preparation for the high appreciation of the next orchestral piece, which was no less an overture than the celebrated No. 2, C Major, to Leonore, and which was given with an effect far beyond what can be often heard.
The overture by C. M. Von Weber, to Oberon, was also played with such an energy and brilliancy as to take one’s breath away. The stillness of the pianos, the gradual and immense range of the crescendos, the thundering power of the fortes, with instantaneous contrasts and startling sfortzandos, were enough to work up the feelings to a perfect phrenzy. Wonderfully effective were these ever favorite overtures by Beethoven and Weber.
It was no small attraction of this concert that the piano forte was played by the Fraulein Maria Wieck, the sister of the celebrated Clara, wife of Robert Schumann. Mdlle. Wieck is a very superior player; she has not the strong hand of a DeMeyer or a Listz, but she has a most finished touch, and plays with great elegance and expression. Her first piece (hear it, oh ye of the exclusive modern school,) was nothing more nor less than Dussek’s 12th Concerto in E fiat major, the Adagio and Allegro movements of which she played — a most beautiful composition, elegant and tasteful in the highest degree, played both by the principal and by the orchestra as near perfection as such things can be done. There is nothing in the music to astonish, or to excite wonder or surprise, but there is that in it which is adapted to call forth perfect delight. It is full of peace, and innocence, and purity, and joy, and it is from beginning to end a constant appeal to the perception of the beautiful. I am no enemy to the modem school; it is indispensable to an accomplished pianist, and every well-educated musician will delight in it; but they err who suppose that in Clementi and Cramer and Dussek and Pleyel, there is nothing good or worth being saved. The fact is, the pianists, previous to him who is generally regarded as the head of the great modern school, had worked out a very satisfactory solution of the problem of piano forte playing, or certainly so if considered with reference to the more natural and legitimate powers of the instrument. Thaiberg, Listz, and others, have certainly much enlarged the boundaries, or the available capacities of the piano, but some of their followers have gone to extremes; so much so that there has seemed to be danger of losing altogether the ordinary effects of piano forte playing, or that they would he swallowed up in the extraordinary feats of left-hand melodies, flights of octaves, and the various methods by which amazement and wonder are excited. Thanks for the signs of returning soberness and good sense; we greatly mistake if other authors like Dussek are not yet to be brought back to the concert room, and to the parlor, to fill with delight the spirit of the true lover of music, and of the most beautiful of all keyed instruments, the piano forte.
A word to another class. There are some who condemn altogether the modern school, and who seem to suppose that all true musical genius left the world with Haydn and those of his day. Fraulein Wieck is not of their number, for while she played Dussek, in the first part of the concert, she played not Thalberg, or Listz, or DeMeyer in the second part, but Pagannini! Yes, the Carnival of Venice, arranged for the piano, and if music pleased legitimately in Dussek, the Fraulein excited no small degree of feeling by her exquisite touch, and facility of execution in the composition of the Prince of violinists. What if it be mere trickery; a dexterous artifice will always, at least, call forth admiration, and one does not always want to sit in sober judgment; and decide on the grounds of intrinsic musical merit — relaxation must be indulged, the beautiful give way to the ornamental, and true pleasure to mere amusement. If there is a time for all things, surely there is room enough for the old and new school of piano forte playing — yes, and for both schools of organ playing too, although this is not the place to dwell upon the latter.
There was still another interesting feature in the Euterpe&nbsp;Concert — it was the singing of Mdlle. Louise Wolfl. She sang an air from Stradella by Flotow, and also two German songs, the latter by Franz Schubert. A pretty singer, but not superior to several American vocalists.",1852-01-Mm,http://dbpedia.org/resource/Leipzig,http://data.open.ac.uk/led/performance/c6a8b90357ae02abacdb523280bf213d/1448276710621,Public Accompanied Indoor,http://musicbrainz.org/artist/f422b99a-b48c-4bee-bc0c-f2e8cad82b6c#_,Dr. Lowell Mason Lowell Mason,Performance,http://dbpedia.org/resource/Orchestra,http://dbpedia.org/resource/Overture
